Sr_No,Location_Coordinates,Location,Hospital_Name,Address_Original_First_Line,State,District,Subdistrict,Pincode,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
24242,,"No.107A, G.S.T.Road, Chromepet",Deepam Hospital (P) Ltd.,"No.107A, G.S.T.Road, Chromepet",Tamil Nadu,Chennai,West Tambaram,600044,0,082202 82202,0,0,0,0,0,0,ask@deepamhospitals.com,0,http://www.deepamhospitals.com/,"Dentistry, Dermatology, Emergency and Trauma Care, Ortho and Joint Replacement, Paediatric and Neonatology, ENT, Nephrology, Obstetrics and Gynacology, Dialysis, Opthamology, Urology, Pulmonology, Plastic Surgery, Critical Care, Paediatrics, Endocrinology, General Medicine, Surgical Center",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24243,,"No.107, A Block, 3rd Avenue, Anna Nagar Roundana","Dr.Agarwal's Eye Hospital Ltd., Anna Nagar","No.107, A Block, 3rd Avenue, Anna Nagar Roundana",Tamil Nadu,Chennai,Anna Nagar,600102,0,0,0,0,0,0,0,0,annanagar@dragarwal.com,0,http://www.dragarwal.com/,"Cataract, Cornea and Refractive, Cornea, Lasik, Refractive, Contact Lens, Retina, Orbit and Oculoplasty, Glaucoma, Uvea, Neuro Ophthalmology, Squint and Pediatric Ophthalmology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24244,,"No-19, Cathedral Road","Dr.Agarwal's Eye Hospital Ltd., Gopala Puram","No-19, Cathedral Road",Tamil Nadu,Chennai,Gopala Puram,600086,0,0,0,0,0,0,0,0,dragarwal@vsnl.com,0,http://www.dragarwal.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,33,603
24245,,"No.4, West Mada Church Street",Diabetes Research Centre and M.V.Hospital For Diabetes,"No.4, West Mada Church Street",Tamil Nadu,Chennai,Royapuram,600013,0,0,0,0,0,1800 425 0005,0,0,"drvijay@mvdiabetes.com, appointments@mvdiabetes.com",0,http://www.mvdiabetes.com/,"Diabetes Care and Education, Diabetes Heart Evaluation, Preventive Diabetes Foot Care (Podiatry), Diabetic Eye Care, Appropriate Dental Care for diabetic patients, Diabetes Neuropathy Clinic, State of Art Diagnostic Laboratory, Special Diabetes Counselling, Nutrition and Diet Counselling, Impotence Clinic, Obesity and Lifestyle Counselling, Pain Clinic for special problems in diabetic patients like frozen shoulder, Special Yoga classes for diabetes control, Trained Orthotist and complete In-House Footwear manufacturing Unit for special needs of diabetic patients with all types of foot problems, Multi-disciplinary diabetic Foot clinic with all surgical experts, Dia-Shoppe with products and medicines for diabetes treatment, Weight Management Clinic, Women Wellness Clinic, Healthy Heart Clinic, Special clinic for children with diabetes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"044 25954913, 044 25954915, 044 6561 2288, 044 6561 2299",0,0,0,0,0,33,603
24246,,"2/234, Velachery Main Road",Dr.G.D.Boaz Memorial Hospital School (Psychiatric Hospital and Rehabilitation Centre),"2/234, Velachery Main Road",Tamil Nadu,Chennai,Santhoshapuram,600073,0,0,0,0,0,0,0,0,gdboazhospital@gmail.com,0,http://www.boazhospital.org/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24247,,"No.1, Bharathi Nagar, Redhills Road",Eswar Medical Foundation,"No.1, Bharathi Nagar, Redhills Road",Tamil Nadu,Chennai,Kolathur,600099,0,0,0,0,0,0,0,0,helpdesk@eswarhospitals.com,0,www.eswarhospitals.com,"Kidney, Urology, Ortho, Joint Replacement, Total Hip Replacement, Knee Reconstruction and Replacement, Arthroscopy, Spinal Surgery, Trauma Care, Limb Reconstruction","Laser Surgery (Lithotripsy), Laparoscopic Surgery, Bariatric (Obesity) Surgery, Hemodialysis Unit, ESWL (Extracorporeal Sockwave Lithotripsy), Endoscopy Unit (Upper GI Scopy, Colonoscopy, ERCP), 24 ICU with ventilator support, 24 Hrs Trauma Unit, Poisoning Treatment, Infertility Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24248,,"No.52, First Main Road, Gandhi Nagar, Adyar",Fortis Malar Hospital,"No.52, First Main Road, Gandhi Nagar, Adyar",Tamil Nadu,Chennai,Adyar,600020,0,044 4933 4933,0,0,0,0,0,0,contactus.malar@fortishealthcare.com,0,http://www.fortismalar.com/,"Heart Care, Centre for Heart Failure Management, Cardiac Emergency Care, Brain and Spine Care, Centre for Comprehensive Epilepsy Care, Bone and Joint Care, Centre for Knee Replacement, Nephro and Uro Care, Digestive Care, Women Care, Child care, Associate Specialties, Preventive health checks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24249,,"R 30 C, Ambattur Industrial Estate Road",Frontier Lifeline Hospital,"R 30 C, Ambattur Industrial Estate Road",Tamil Nadu,Chennai,Mogappair,600101,0,0,0,0,0,0,0,0,info@frontierlifeline.com,0,http://www.frontierlifeline.com/,"Cardiology, Cardiac Surgery, Cyanotic and Acyanotic Heart Diseases (Simple and Complex), Vascular Surgery, Gastroenterology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24250,,"19, K.B Dasan Road (SIET College Road), Alwarpet",Girishwari Hospital Pvt Ltd,"19, K.B Dasan Road (SIET College Road), Alwarpet",Tamil Nadu,Chennai,Alwarpet,600018,0,044 4760 0600,0,0,0,0,0,0,"girishwarihospital@gmail.com, infogirishwarihospital@gmail.com, enquiry@girishwarihospital.com",0,http://girishwarihospital.com/,"Obesity and Bariatric Surgery, General Surgery and Laparoscopic Surgery, Emergency care, Obstetrics and Gynaecology, Orthopaedics, Onocology, Neurology and Neurosurgery, Nephrology and Urology, General and Laparoscopic Surgery, Obstetrics and Gynaecology, Reproductive Technology, Paediatrics, Cardiology, Orthopaedics, Nephrology and Urology, Medical and Surgical Gastroenterology, Obesity and Bariatric, Surgery, Oncology, Neurology and Neurosurgery, Psychiatry, ENT, Dermatology and Cosmetology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24251,,"439, Cheran Nagar, Perumbakkam",Global Hospitals and Health City,"439, Cheran Nagar, Perumbakkam",Tamil Nadu,Chennai,Perumbakkam,600100,0,080 24242424,0,0,0,0,0,0,web.enquiries@globalhospitalsindia.com,0,http://www.globalhospitalsindia.com/,"Anaesthesiology, Arthroscopy and Sports Medicine, Bariatric Surgery, Breast Oncology, Cardiology, Cardiothoracic and Vascular Surgery, Critical Care, Dentistry, Dermatology, Emergency Medicine and Trauma, Endocrinology, ENT, General Medicine, Gynecology, Heart Transplantation, Hepatology, HPB and Liver Surgery, Interventional Radiology, Kidney Transplantation, Laboratory Medicine, Liver Transplantation, Lung Transplantation, Maxillofacial surgery, Medical Gastroenterology, Medical Oncology, Minimal Invasive Surgery, Multi-Organ Transplantation, Nephrology, Neurology, Neurosurgery, Nuclear Medicine, Obstetrics, Ophthalmology, Orthopaedics and Joint Replacement, Paediatric Surgery, Paediatrics, Plastic Surgery, Psychiatry, Pulmonology, Radiation Therapy, Radiology and Imaging, Rheumatology, Spinal Surgery, Surgical Gastroenterology, Surgical Oncology, Transfusion Medicine, Urology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24252,,"12/6, City Link Road, Near NGO Colony Bus Stand",G.R.Fertility Centre,"#12/6, City Link Road, Near NGO Colony Bus Stand",Tamil Nadu,Chennai,Adambakkam,600088,0,0,0,0,0,0,0,0,grhospital@gmail.com,0,www.grfertilitycentre.com,"Infertility Treatment:IUI, IVF, ICSI, Embryo transfer, Egg / Embryo Donation, Surrogacy, Blastocyst, Sperm Bank, Andrology, TESA, MESA, PESA, TESE, Sexual Medicine e.t.c.Obstetrics and Gynaecology:Pregnancy (Ante-Natal) Care, Normal Delivery and Cesarean, Menstrual Disorders, Endometriosis, Chocolate Cyst, Ovarian Cyst, Hysterectomy, Fibroid Removal, Sterilization, Polyp Removal, IUD, Insertion, D and C, PAP Smear e.t.c.Gynaecology and Laparoscopy Surgery:Hysterectomy, Hysteroscopy, Sterilization, Endometriosis, Uterine Fibroids, Ovarian Cysts or Tumors, Ectopic Pregnancy, Pelvic Abscess, Ovarian Cysts Removal e.t.c.General and Laparoscopy Surgery:Appendicectomy, Cholecystectomy, Cystoscopy, Hemorrhoidectomy, Hysterectomy, Hysteroscopy, Inguinal Hernia, Mastectomy, Tonsillectomy and Adenoidectomy, Umbilical Hernia e.t.c.Plastic Surgery:Liposuction, Tummy Tuck, Body Contour Surgery, Breast Augmentation, Breast Lift, Breast Reduction, Breast Reconstruction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24253,,"372, Poonamallee High Road",Guest Hospital,"372, Poonamallee High Road",Tamil Nadu,Chennai,Kilpauk,600010,0,0,0,0,0,0,0,0,info@guesthospital.com,0,http://www.guesthospital.com/,"Urology, Diabetology, Obstetrics and Gynecology, Orthopedics, Ortho Biologicals, Plastic Surgery, Neurology, Nephrology, Neurosurgery, Medical Oncology, Surgical Oncology, ENT, Medical Gastroenterology, Surgical Gastroenterology, Cardiology, Intensive Care, Anaesthesia, Pediatrics, General Surgery, Vascular Surgery, Ophthalmology, Laparoscopic Surgery","Laser Surgery, Laparoscopy Surgery, LabourWard, Neonatal Ward",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"044 26413420, 044 26411656, 044 26425296, 044 26425528",0,0,0,0,0,33,603
24254,,"45, Lakshmi Talkies Road",Hande Hospital,"45, Lakshmi Talkies Road",Tamil Nadu,Chennai,Shenoy Nagar,600030,0,0,0,0,0,0,0,0,handehospital@yahoo.com,0,http://www.handehospital.org/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24255,,"65, Nungambakkam High Road (Opposite ICICI and SBI bank  where Haddows Road joins Nungambakkam High Road ), Opposite ICICI and SBI bank\nPonnangipuram, Tirumurthy Nagar\n",Hande Medical Centre,"#65, Nungambakkam High Road (Opposite ICICI and SBI bank  where Haddows Road joins Nungambakkam High Road ), Opposite ICICI and SBI bank\nPonnangipuram, Tirumurthy Nagar",Tamil Nadu,Chennai,Nungambakkam,600034,0,0,0,0,0,0,0,0,handehospital@yahoo.com,0,http://www.handehospital.org/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24256,,"24 and 26, 'Swathi', 29 Th Street",Hari Haran Diabetes and Heart Care Hospitals Pvt Ltd,"24 and 26, 'Swathi', 29 Th Street",Tamil Nadu,Chennai,Nanganallur,600061,0,0,0,0,0,0,0,0,info@hariharanhospitals.com,0,http://hariharanhospitals.com/,"Diabetology, Cardiology, Nephrology, Neurology, Medical Oncology, Medical Gastroenterology, Paediatrics, Chest Physcian, Psychiatry, Dermatology, General Surgery and Oncology, Surgical, Orthopaedics, Urology, Neuro Surgery, Ophthalmology, E.N.T., Obstetrics and Gynaecology, Vascular Surgery, Cardiothoracic Surgery, Surgical Gastroenterology and Endoscopy, Plastic Surgery, Lapraroscopic Surgery, Sonology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24257,,"100 Feet Road, Hindu Colony, Near EB Office",Hindu Mission Health Services,"100 Feet Road, Hindu Colony, Near EB Office",Tamil Nadu,Chennai,Nanganallur,600061,0,"044 22243709, 044 22243026, 044 22240668",0,044-22262244,0,0,0,0,"hmhs61@yahoo.co.in, info@hmhealthservices.in",0,http://hmhealthservices.in/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,33,603
24258,,103 G.S.T.Road,Hindu Mission Hospital,103 G.S.T.Road,Tamil Nadu,Chennai,Tambaram West,600045,0,0,8754595006,044-22262244,0,0,044 22262244,0,hmh@dataone.in,0,http://hindumissionhospital.in/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24259,,"No 5/45, Shanmugam Road, Opposite to old SBI building",Hopkins ENT Hospitals,"No 5/45, Shanmugam Road, Opposite to old SBI building",Tamil Nadu,Chennai,Tambaram west,600045,0,0,0,0,0,0,0,0,shakthesh@yahoo.com,0,www.hopkinsent.in,"Advanced Skull Base Surgeries, Coblation Tonsillectomy and Adenoidectomy, EAR SURGERY for DISCHARGING EAR, Endolaryngeal Surgery, Endoscopic Dacryocystorhinostomy, Snoring, Sinus Surgery, Stapedectomy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24260,,"786 Anna Salai, CIT Nagar West",Huma Specialists Hospital and Research Centre Pvt Ltd,"786 Anna Salai, CIT Nagar West",Tamil Nadu,Chennai,Nandanam,600035,0,0,0,0,0,0,0,0,admin@humahospital.com,0,http://www.humahospital.com/,"Internist, Endocrinologist, Urologist, Ophthalmologist, Neurologist, General Surgeon, Radiologist, General Preactitioner, Cardiologist, Obstetrician and Gynaecologist, Dermatologist, Pediatrician and Neonatologist, Rheumatologist, Cosmetologist (Plastic Surgeon), Orthopaedician",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24261,,"34-37, Kalki Krishnamurthy Salai",Impcops Hospital,"34-37, Kalki Krishnamurthy Salai",Tamil Nadu,Chennai,Thiruvanmiyur,600041,0,0,0,0,0,0,0,0,"impcops@dataone.in, contact@impcops.org",0,http://www.impcops.org/,0,"Siddha, Ayurveda, Unani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24262,,"No.3, Kothanda Nadar Nagar, Sriperumbudur, Nenmeli",Jaya Hospital,"No.3, Kothanda Nadar Nagar, Sriperumbudur, Nenmeli",Tamil Nadu,Chennai,Kancheepuram,602105,0,0,0,0,0,0,0,0,"info@jayahospital.com, jayahospitals@gmail.com",0,http://www.jayahospital.com/,0,"General Surgery, Orthopeadics, General Medicine, Plastic Surgery, Obstetrics and Gynecology, Diabetologist, ENT, Radiologist, Ophthalmology, Ultrasound, Scan, Urology, Dentistry, Dermatologist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24264,,"AB-14/4907, Balasubramanian Building, Opposite Sri Ayyappa Temple, 6th Main Road",K.H.M.Hospital,"AB-14/4907, Balasubramanian Building, Opposite Sri Ayyappa Temple, 6th Main Road",Tamil Nadu,Chennai,Anna Nagar,600040,0,0,0,0,0,0,0,0,khmhospital@gmail.com,0,http://khmhospital.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24265,,"New-182, Old-927, Poonamalee High Road, Flower Road",K.J.Hospital,"New-182, Old-927, Poonamalee High Road, Flower Road",Tamil Nadu,Chennai,0,600084,0,0,0,0,0,0,0,0,kjh@rediffmail.com,0,http://kjhospital.net/kjhospital/Welcome.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24266,,"No: 827, Poonamallee High Road",K.K.R.ENT Hospital and Research Institute(P) Ltd,"No: 827, Poonamallee High Road",Tamil Nadu,Chennai,0,600010,0,0,0,0,0,0,0,0,enquiry@kkrenthospital.org,0,http://www.kkrenthospital.org/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24267,,"747, Poonamallee High Road",K.S.Hospital,"747, Poonamallee High Road",Tamil Nadu,Chennai,Kilpauk,600031,0,0,0,0,0,0,0,0,info@kshospital.in,0,http://kshospital.in/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24268,,"67/79, Choolaimedu High Road",Kummaran Eye Speciality Centre,"67/79, Choolaimedu High Road",Tamil Nadu,Chennai,Choolaimedu,600094,0,0,0,0,0,0,0,0,murugesankumaran@hotmail.com,0,http://www.kumaraneyecare.in/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24269,,"214, E.V.R.Periyar Salai, Poonamalee High Road, Periyar Salai",Kumaran Hospital Pvt.Ltd.,"214, E.V.R.Periyar Salai, Poonamalee High Road, Periyar Salai",Tamil Nadu,Chennai,Kilpauk,600010,0,7667088776,0,0,0,0,0,0,kumaranhospitals@hotmail.com,0,http://kumaranhospitals.com/Index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24270,,"No.15, P.S.Sivasamy Salai Road, P.S.Sivasamy Salai",Laksha Hospital,"No.15, P.S.Sivasamy Salai Road, P.S.Sivasamy Salai",Tamil Nadu,Chennai,Mylapore,600004,0,044 24997956,0,0,0,0,0,0,"admin@lakshahospitals.com, stemcell@lakshahospitals.com",0,http://www.lakshahospitals.com/,"General and Laparoscopic Surgery, Orthopaedic Surgery, Emergency and Critical Care, Psychiatry, Paediatrics, General Medicine, Obstetrics and Gynaecology, Anasthesiology, Nephrology, Urology, Neurosurgery, Cardiology, Pulmonology, Ophthalmology, Diet Counselling/Dietetics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24271,,No.121 G.N.Chetty Road,Laser and Laparascopic Hospital,No.121 G.N.Chetty Road,Tamil Nadu,Chennai,T Nagar,600017,0,0,0,0,0,0,0,0,info@drashokchennai.com,0,http://www.drashokchennai.com/,"Cosmetic and Plastic Surgery, Dentistry, Dialysis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24272,,"47/3, New Avani Roan, Kilpavk",Life Line Multi Speciality,"47/3, New Avani Roan, Kilpavk",Tamil Nadu,Chennai,Kilpauk,600010,0,0,0,0,0,0,0,0,enquiry@lifelinehospitals.com,0,http://lifelinehospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24273,,"No.33/18, M.G.Road; 2nd Avenue,\nSasthri nagar","M N Eye Hospital Private Limited, Adyar","No.33/18, M.G.Road; 2nd Avenue,\nSasthri nagar",Tamil Nadu,Chennai,Adyar,600020,0,0,0,0,0,0,0,0,drchalini@yahoo.com,0,http://www.mneyehospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24274,,"No.781, T H Road, Opposite Tondiarpet Police Station","M N Eye Hospital Private Limited, Tondiarpet","No.781, T H Road, Opposite Tondiarpet Police Station",Tamil Nadu,Chennai,Tondiarpet,600021,0,0,0,0,0,0,0,0,drchalini@yahoo.com,0,http://www.mneyehospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"044 25956403, 044 25953594",0,0,0,0,0,33,603
24275,,"Ambattur Rotary Hospital, 1st Main Road, Ambattur Industrial Estate",Chamadhi Nethralayam Eye Hospital,"Ambattur Rotary Hospital, 1st Main Road, Ambattur Industrial Estate",Tamil Nadu,Chennai,Ambattur,600058,0,0,0,0,0,0,0,0,drchalini@yahoo.com,0,http://www.mneyehospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24276,,"No.9, Kasi Viswanathan Street, Opposite To Ambika Theatre, Voc Nagar",Chamadhi Nethralayam Eye Hospital,"No.9, Kasi Viswanathan Street, Opposite To Ambika Theatre, Voc Nagar",Tamil Nadu,Chennai,Redhills,600052,0,0,0,0,0,0,0,0,drchalini@yahoo.com,0,http://www.mneyehospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24277,,"No.878, Thiruvottiyur High Road, Theradi bus stop near",Chamadhi Nethralayam Eye Hospital,"No.878, Thiruvottiyur High Road, Theradi bus stop near",Tamil Nadu,Chennai,Thiruvottiyur,600019,0,0,0,0,0,0,0,0,drchalini@yahoo.com,0,http://www.mneyehospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
